"Name","Source Site","Target Site","Priority","Journal DS","Journal DSC","Scratch DS","Scratch DSC","#VMs","Provisioned MB","RPO Objective","Compression","Recovery Folder","Pre Script","Post Script","Retention Policy","Backup Repository","Restore Point Range","Backup Scheduling",
"remy-VPG-dc2-dc2","DC2","DC2","Medium","HESX456-ZERTO-A9K","Default","HESX456-ZERTO-A9K","Default","1","414812","180","True","not_available",,,"Disaster Recovery",,,,
,"VMs",
,"Name","Source Host","Target Host","Source DS","Target DS","Journal Size Limit (MB)","Journal Size Limit (%)","Scratch DS","Scratch DSC","Scratch Size Limit (MB)","Scratch Size Limit (%)",
,"remy-VM-Mint-35GB","hesx4.sto.hpedemo.fr","hesx5.sto.hpedemo.fr","remy-mint-vv-A9K","remy-mint-vv-A9K","512000",,"HESX456-ZERTO-A9K",,"512000",,
,,"Volumes",
,,"Source DS","Target DS","Thin/Thick","Swap",
,,"[remy-mint-vv-A9K]:remy-VM-Mint-35GB/remy-VM-Mint-35GB.vmdk","[HESX456-ZERTO-A9K]:Z-VRA-hesx5.sto.hpedemo.fr/b12c6251/vm18322/Z-VRAH-hesx4.sto.hpedemo.fr-7C-232978_7.vmdk","Thick","ContinuousSync",
,,"NICs",
,,,"Network","Configuration","IP_Address","Subnet_Mask","Gateway","DNS_Primary","DNS_Secondary","DNS_Suffix",

"Name","Source Site","Target Site","Priority","Journal DS","Journal DSC","Scratch DS","Scratch DSC","#VMs","Provisioned MB","RPO Objective","Compression","Recovery Folder","Pre Script","Post Script","Retention Policy","Backup Repository","Restore Point Range","Backup Scheduling",
"VMWindows ","DC1","DC2","Medium","HESX45-ZERTO","Default","Default","Default","1","55377","300","True","ZertoRecoveryFolder",,,"Disaster Recovery",,,,
,"VMs",
,"Name","Source Host","Target Host","Source DS","Target DS","Journal Size Limit (MB)","Journal Size Limit (%)","Scratch DS","Scratch DSC","Scratch Size Limit (MB)","Scratch Size Limit (%)",
,"Vw2K19Base","hesxn1.sto.hpedemo.fr","hesx4.sto.hpedemo.fr","HESXN123-INFRA","HESX45-ZERTO","Unlimited",,,,"Unlimited",,
,,"Volumes",
,,"Source DS","Target DS","Thin/Thick","Swap",
,,"[HESXN123-INFRA]:Vw2K19Base/Vw2K19Base.vmdk","[HESX45-ZERTO]:Z-VRA-hesx4.sto.hpedemo.fr/fc46e146/vm32064/Vw2K19Base.vmdk","Thick","ContinuousSync",
,,"NICs",
,,,"Network","Configuration","IP_Address","Subnet_Mask","Gateway","DNS_Primary","DNS_Secondary","DNS_Suffix",
,,"FailoverNetwork","VM Network","disabled",
,,"TestNetwork","VM Network","disabled",

"Name","Source Site","Target Site","Priority","Journal DS","Journal DSC","Scratch DS","Scratch DSC","#VMs","Provisioned MB","RPO Objective","Compression","Recovery Folder","Pre Script","Post Script","Retention Policy","Backup Repository","Restore Point Range","Backup Scheduling",
"remy-VPG-dc2-dc1","DC2","DC1","Medium","HESXN123-Zerto","Default","HESXN123-Zerto","Default","1","414812","300","True","/",,,"Disaster Recovery","LTR-Repo-SO5260-catalyst","OneMonth","Weekly",
,"VMs",
,"Name","Source Host","Target Host","Source DS","Target DS","Journal Size Limit (MB)","Journal Size Limit (%)","Scratch DS","Scratch DSC","Scratch Size Limit (MB)","Scratch Size Limit (%)",
,"remy-VM-Mint-35GB","hesx4.sto.hpedemo.fr","hesxn3.sto.hpedemo.fr","remy-mint-vv-A9K","HESXN123-Zerto","512000",,"HESXN123-Zerto",,"512000",,
,,"Volumes",
,,"Source DS","Target DS","Thin/Thick","Swap",
,,"[remy-mint-vv-A9K]:remy-VM-Mint-35GB/remy-VM-Mint-35GB.vmdk","[HESXN123-Zerto]:Z-VRA-hesxn3.sto.hpedemo.fr/fc46e146/vm18322/remy-VM-Mint-35GB.vmdk","Thin","ContinuousSync",
,,"NICs",
,,,"Network","Configuration","IP_Address","Subnet_Mask","Gateway","DNS_Primary","DNS_Secondary","DNS_Suffix",
,,"FailoverNetwork","VM Network","undefined",
,,"TestNetwork","VM Network","undefined",

